Delivery Status,Late_delivery_risk,Days for shipping (real),Days for shipment (scheduled),Shipping Mode,Order Region,Order Country,order date (DateOrders)
Late delivery,1,2,1,First Class,Western Europe,Francia,9/16/2015 12:57
Late delivery,1,2,1,First Class,Western Europe,Francia,9/16/2015 12:57
Late delivery,1,2,1,First Class,Western Europe,Francia,6/22/2017 1:21
Late delivery,1,2,1,First Class,Northern Europe,Reino Unido,10/18/2015 4:29
Late delivery,1,2,1,First Class,Northern Europe,Reino Unido,7/28/2017 5:31
Late delivery,1,2,1,First Class,Western Europe,Alemania,7/10/2015 21:06
Late delivery,1,2,1,First Class,Eastern Europe,Rusia,1/7/2017 13:51
Late delivery,1,2,1,First Class,Western Europe,Francia,9/27/2017 9:48
Late delivery,1,2,1,First Class,Eastern Europe,Rumania,12/2/2016 14:36
Late delivery,1,2,1,First Class,Western Europe,Alemania,7/10/2015 21:06
Late delivery,1,2,1,First Class,Western Europe,Alemania,10/12/2015 1:00
Late delivery,1,2,1,First Class,Southern Europe,Italia,9/19/2017 4:34
Late delivery,1,2,1,First Class,Eastern Europe,Rusia,10/13/2016 2:04
Late delivery,1,2,1,First Class,Southern Europe,Italia,8/6/2015 9:40
Late delivery,1,2,1,First Class,Western Europe,Francia,7/17/2015 21:37
Late delivery,1,2,1,First Class,Northern Europe,Irlanda,7/15/2015 0:15
Late delivery,1,2,1,First Class,Western Europe,Alemania,7/29/2015 20:54
Late delivery,1,2,1,First Class,Western Europe,Alemania,6/10/2015 3:16
Late delivery,1,2,1,First Class,Western Europe,Francia,9/17/2015 8:13
Late delivery,1,2,1,First Class,Southern Europe,Italia,6/5/2015 8:22
Late delivery,1,2,1,First Class,Southern Europe,España,7/21/2015 23:43
Late delivery,1,2,1,First Class,Western Europe,Francia,8/12/2017 9:52
Late delivery,1,2,1,First Class,Western Europe,Países Bajos,7/25/2015 23:00
Late delivery,1,2,1,First Class,Eastern Europe,Rusia,10/13/2016 2:04
Late delivery,1,2,1,First Class,Western Europe,Alemania,8/27/2015 14:43
Late delivery,1,2,1,First Class,Northern Europe,Reino Unido,9/14/2017 16:39
Late delivery,1,2,1,First Class,Western Europe,Austria,6/10/2015 16:56
Late delivery,1,2,1,First Class,Western Europe,Alemania,10/17/2015 17:59
Late delivery,1,2,1,First Class,Western Europe,Alemania,7/7/2017 1:31
Late delivery,1,2,1,First Class,Eastern Europe,Ucrania,10/12/2016 7:29
Late delivery,1,2,1,First Class,Western Europe,Alemania,6/13/2015 15:00
Late delivery,1,2,1,First Class,Northern Europe,Reino Unido,7/19/2017 9:54
Late delivery,1,2,1,First Class,Western Europe,Francia,9/16/2015 11:33
Late delivery,1,2,1,First Class,Western Europe,Francia,8/2/2015 19:29
Late delivery,1,2,1,First Class,Northern Europe,Reino Unido,7/29/2017 14:27
Late delivery,1,2,1,First Class,Eastern Europe,Rumania,10/1/2016 2:05
Late delivery,1,2,1,First Class,Western Europe,Austria,9/8/2017 8:36
Late delivery,1,2,1,First Class,Eastern Europe,Rusia,1/7/2017 13:51
Late delivery,1,2,1,First Class,Northern Europe,Reino Unido,6/17/2015 20:57
Late delivery,1,2,1,First Class,Eastern Europe,Rusia,10/13/2016 2:04
Late delivery,1,2,1,First Class,Eastern Europe,Rusia,10/7/2016 7:40
Late delivery,1,2,1,First Class,Western Europe,Alemania,6/30/2015 23:34
Late delivery,1,2,1,First Class,Caribbean,Martinica,3/25/2017 7:16
Late delivery,1,2,1,First Class,Caribbean,República Dominicana,3/20/2017 13:03
Late delivery,1,2,1,First Class,Caribbean,Cuba,2/11/2015 5:01
Late delivery,1,2,1,First Class,South America,Brasil,1/19/2015 23:05
Late delivery,1,2,1,First Class,Central America,México,5/10/2017 4:45
Late delivery,1,2,1,First Class,South America,Brasil,6/16/2017 8:01
Late delivery,1,2,1,First Class,South America,Chile,5/14/2015 22:24
Late delivery,1,2,1,First Class,Central America,México,4/23/2017 10:33
Late delivery,1,2,1,First Class,Central America,México,1/10/2015 4:43
Late delivery,1,2,1,First Class,Central America,México,5/26/2015 18:32
Late delivery,1,2,1,First Class,Central America,El Salvador,1/27/2015 15:43
Late delivery,1,2,1,First Class,Caribbean,República Dominicana,3/29/2015 22:49
Late delivery,1,2,1,First Class,Central America,Panamá,4/10/2015 18:36
Late delivery,1,2,1,First Class,Central America,México,5/29/2017 15:24
Late delivery,1,2,1,First Class,Caribbean,Cuba,1/15/2015 19:35
Late delivery,1,2,1,First Class,Central America,Nicaragua,1/11/2015 0:20
Late delivery,1,2,1,First Class,Caribbean,Cuba,2/15/2017 2:46
Late delivery,1,2,1,First Class,Central America,El Salvador,2/12/2015 17:06
Late delivery,1,2,1,First Class,Central America,Honduras,1/7/2015 6:17
Late delivery,1,2,1,First Class,Central America,Honduras,3/1/2015 0:05
Late delivery,1,2,1,First Class,Central America,México,4/23/2017 10:33
Late delivery,1,2,1,First Class,Central America,El Salvador,4/30/2015 4:33
Late delivery,1,2,1,First Class,South America,Ecuador,2/20/2015 2:01
Late delivery,1,2,1,First Class,Central America,México,5/27/2017 1:45
Late delivery,1,2,1,First Class,South America,Venezuela,5/7/2015 22:35
Late delivery,1,2,1,First Class,Central America,Panamá,3/21/2015 1:48
Late delivery,1,2,1,First Class,Central America,Guatemala,4/25/2015 7:11
Late delivery,1,2,1,First Class,South America,Argentina,3/14/2017 5:00
Late delivery,1,2,1,First Class,Central America,México,5/27/2017 1:45
Late delivery,1,2,1,First Class,South America,Venezuela,5/10/2015 2:47
Late delivery,1,2,1,First Class,Caribbean,República Dominicana,2/24/2017 16:35
Late delivery,1,2,1,First Class,Central America,Nicaragua,3/5/2017 0:17
Late delivery,1,2,1,First Class,Central America,Honduras,3/1/2015 0:05
Late delivery,1,2,1,First Class,Central America,Honduras,2/13/2017 4:10
Late delivery,1,2,1,First Class,Central America,El Salvador,3/29/2015 1:06
Late delivery,1,2,1,First Class,Central America,Nicaragua,5/21/2017 10:31
Late delivery,1,2,1,First Class,Caribbean,República Dominicana,3/3/2015 10:14
Late delivery,1,2,1,First Class,Central America,México,1/4/2015 20:29
Late delivery,1,2,1,First Class,South America,Brasil,2/18/2017 12:23
Late delivery,1,2,1,First Class,Central America,Honduras,2/1/2015 4:41
Late delivery,1,2,1,First Class,South America,Brasil,2/9/2017 10:29
Late delivery,1,2,1,First Class,Central America,México,3/15/2017 4:49
Late delivery,1,2,1,First Class,Central America,México,4/23/2017 10:33
Late delivery,1,2,1,First Class,South America,Brasil,3/15/2017 2:01
Late delivery,1,2,1,First Class,Central America,México,3/27/2015 10:12
Late delivery,1,2,1,First Class,Central America,Honduras,2/18/2015 20:15
Late delivery,1,2,1,First Class,West Asia,Arabia Saudí,9/20/2016 13:29
Late delivery,1,2,1,First Class,Southeast Asia,Indonesia,11/2/2015 22:31
Late delivery,1,2,1,First Class,Southeast Asia,Malasia,2/22/2016 10:27
Late delivery,1,2,1,First Class,West Asia,Arabia Saudí,11/23/2016 12:20
Late delivery,1,2,1,First Class,Southeast Asia,Filipinas,11/6/2015 18:18
Late delivery,1,2,1,First Class,South Asia,India,11/15/2015 8:39
Late delivery,1,2,1,First Class,Southeast Asia,Tailandia,1/6/2016 11:02
Late delivery,1,2,1,First Class,Southeast Asia,Tailandia,1/6/2016 7:32
Late delivery,1,2,1,First Class,Southeast Asia,Myanmar (Birmania),11/14/2015 17:35
Late delivery,1,2,1,First Class,South Asia,India,1/3/2016 14:43
Late delivery,1,2,1,First Class,Eastern Asia,China,1/18/2016 11:01
Late delivery,1,2,1,First Class,Southeast Asia,Filipinas,3/6/2016 9:54
Late delivery,1,2,1,First Class,Eastern Asia,China,1/18/2016 11:01
Late delivery,1,2,1,First Class,Southeast Asia,Indonesia,12/30/2015 21:02
Late delivery,1,2,1,First Class,Eastern Asia,China,1/18/2016 11:01
Late delivery,1,2,1,First Class,West Asia,Turquía,9/3/2016 6:19
Late delivery,1,2,1,First Class,South Asia,Irán,12/1/2016 3:13
Late delivery,1,2,1,First Class,Eastern Asia,China,12/4/2015 8:27
Late delivery,1,2,1,First Class,Oceania,Nueva Zelanda,3/23/2016 17:04
Late delivery,1,2,1,First Class,South Asia,India,11/8/2015 3:56
Late delivery,1,2,1,First Class,West Asia,Turquía,10/15/2016 20:58
Late delivery,1,2,1,First Class,Central Asia,Kazajistán,12/28/2016 8:37
Late delivery,1,2,1,First Class,South Asia,India,11/29/2015 18:27
Late delivery,1,2,1,First Class,Oceania,Australia,1/5/2016 17:10
Late delivery,1,2,1,First Class,Eastern Asia,China,3/14/2016 6:02
Late delivery,1,2,1,First Class,Eastern Asia,Japón,1/18/2016 16:37
Late delivery,1,2,1,First Class,South Asia,Pakistán,12/29/2015 2:17
Late delivery,1,2,1,First Class,Southeast Asia,Indonesia,11/5/2015 20:35
Late delivery,1,2,1,First Class,Southeast Asia,Tailandia,1/14/2016 14:32
Late delivery,1,2,1,First Class,Oceania,Australia,12/12/2015 7:24
Late delivery,1,2,1,First Class,Oceania,Australia,2/14/2016 21:19
Late delivery,1,2,1,First Class,South Asia,India,1/24/2016 14:52
Late delivery,1,2,1,First Class,West Asia,Turquía,12/5/2016 23:32
Late delivery,1,2,1,First Class,Southeast Asia,Indonesia,11/3/2015 5:31
Late delivery,1,2,1,First Class,West Asia,Turquía,12/5/2016 23:32
Late delivery,1,2,1,First Class,Eastern Asia,China,2/22/2016 8:21
Late delivery,1,2,1,First Class,Southeast Asia,Vietnam,3/1/2016 13:56
Late delivery,1,2,1,First Class,West Asia,Arabia Saudí,10/2/2016 2:15
Late delivery,1,2,1,First Class,West Asia,Israel,1/13/2017 22:57
Late delivery,1,2,1,First Class,Oceania,Nueva Zelanda,3/26/2016 13:02
Late delivery,1,2,1,First Class,South Asia,India,10/29/2015 3:36
Late delivery,1,2,1,First Class,Southeast Asia,Filipinas,3/6/2016 9:54
Late delivery,1,2,1,First Class,West Asia,Turquía,9/3/2016 6:19
Late delivery,1,2,1,First Class,Central Asia,Kazajistán,11/6/2016 14:17
Late delivery,1,2,1,First Class,South Asia,India,11/9/2015 16:43
Late delivery,1,2,1,First Class,West of USA ,Estados Unidos,5/18/2016 21:53
Late delivery,1,2,1,First Class,US Center ,Estados Unidos,7/29/2016 10:55
Late delivery,1,2,1,First Class,East of USA,Estados Unidos,6/28/2016 12:12
Late delivery,1,2,1,First Class,East of USA,Estados Unidos,6/3/2016 6:48
Late delivery,1,2,1,First Class,US Center ,Estados Unidos,8/18/2016 14:45
Late delivery,1,2,1,First Class,South of  USA ,Estados Unidos,7/28/2016 17:45
Late delivery,1,2,1,First Class,East of USA,Estados Unidos,8/16/2016 7:03
Late delivery,1,2,1,First Class,US Center ,Estados Unidos,4/13/2016 21:46
Late delivery,1,2,1,First Class,US Center ,Estados Unidos,7/29/2016 10:55
Late delivery,1,2,1,First Class,US Center ,Estados Unidos,6/6/2016 17:29
Late delivery,1,2,1,First Class,East of USA,Estados Unidos,8/23/2016 15:16
Late delivery,1,2,1,First Class,South of  USA ,Estados Unidos,5/1/2016 5:37
Late delivery,1,2,1,First Class,West of USA ,Estados Unidos,6/23/2016 10:37
Late delivery,1,2,1,First Class,East of USA,Estados Unidos,6/25/2016 18:20
Late delivery,1,2,1,First Class,US Center ,Estados Unidos,8/18/2016 14:45
Late delivery,1,2,1,First Class,East of USA,Estados Unidos,7/28/2016 0:35
Late delivery,1,2,1,First Class,East of USA,Estados Unidos,6/10/2016 14:19
Late delivery,1,2,1,First Class,US Center ,Estados Unidos,4/3/2016 10:34
Late delivery,1,2,1,First Class,South of  USA ,Estados Unidos,7/27/2016 1:28
Late delivery,1,2,1,First Class,East of USA,Estados Unidos,7/4/2016 6:14
Late delivery,1,2,1,First Class,US Center ,Estados Unidos,4/13/2016 21:46
Late delivery,1,2,1,First Class,East of USA,Estados Unidos,8/20/2016 19:18
Late delivery,1,2,1,First Class,US Center ,Estados Unidos,4/13/2016 21:46
Late delivery,1,2,1,First Class,West of USA ,Estados Unidos,5/20/2016 14:32
Late delivery,1,2,1,First Class,South of  USA ,Estados Unidos,7/11/2016 12:21
Late delivery,1,2,1,First Class,US Center ,Estados Unidos,8/17/2016 15:17
Late delivery,1,2,1,First Class,West of USA ,Estados Unidos,5/30/2016 20:07
Late delivery,1,2,1,First Class,West Africa,Nigeria,9/22/2016 5:25
Late delivery,1,2,1,First Class,East Africa,Zimbabue,12/18/2016 12:29
Late delivery,1,2,1,First Class,Central Africa,República Democrática del Congo,10/23/2016 5:33
Late delivery,1,2,1,First Class,East Africa,Somalia,11/1/2016 23:14
Late delivery,1,2,1,First Class,East Africa,Mozambique,12/17/2016 17:12
Late delivery,1,2,1,First Class,East Africa,Uganda,1/8/2017 23:50
Late delivery,1,2,1,First Class,East Africa,Somalia,10/17/2016 13:16
Late delivery,1,2,1,First Class,North Africa,Marruecos,12/24/2016 20:53
Late delivery,1,2,1,First Class,East Africa,Mozambique,12/17/2016 17:12
Late delivery,1,2,1,First Class,East Africa,Madagascar,12/31/2016 8:47
Late delivery,1,2,1,First Class,West Africa,Nigeria,12/23/2016 4:14
Late delivery,1,2,1,First Class,North Africa,Marruecos,11/5/2016 6:45
Late delivery,1,2,1,First Class,Southern Africa,SudAfrica,9/3/2016 4:34
Late delivery,1,2,1,First Class,East Africa,Tanzania,12/15/2016 2:09
Late delivery,1,2,1,First Class,Western Europe,Alemania,9/8/2015 16:06
Late delivery,1,2,1,First Class,Western Europe,Alemania,8/21/2015 16:29
Late delivery,1,2,1,First Class,Western Europe,Alemania,10/15/2015 22:32
Late delivery,1,2,1,First Class,Western Europe,Países Bajos,7/25/2015 23:00
Late delivery,1,2,1,First Class,Western Europe,Francia,10/3/2015 14:51
Late delivery,1,2,1,First Class,Western Europe,Francia,6/16/2015 15:10
Late delivery,1,2,1,First Class,Western Europe,Alemania,6/22/2017 5:55
Late delivery,1,2,1,First Class,Western Europe,Francia,8/19/2015 17:53
Late delivery,1,2,1,First Class,Western Europe,Alemania,8/3/2015 18:16
Late delivery,1,2,1,First Class,Northern Europe,Reino Unido,9/5/2015 8:14
Late delivery,1,2,1,First Class,Western Europe,Francia,7/11/2015 10:46
Late delivery,1,2,1,First Class,Western Europe,Francia,7/11/2015 10:46
Late delivery,1,2,1,First Class,Western Europe,Alemania,7/12/2017 22:42
Late delivery,1,2,1,First Class,Western Europe,Alemania,10/12/2015 1:00
Late delivery,1,2,1,First Class,Western Europe,Alemania,9/2/2017 5:07
Late delivery,1,2,1,First Class,Western Europe,Alemania,8/13/2017 14:15
Late delivery,1,2,1,First Class,Western Europe,Alemania,7/29/2017 4:59
Late delivery,1,2,1,First Class,Eastern Europe,Polonia,11/1/2016 0:48
Late delivery,1,2,1,First Class,Western Europe,Austria,9/4/2017 5:48
Late delivery,1,2,1,First Class,Eastern Europe,Ucrania,10/13/2016 11:10
Late delivery,1,2,1,First Class,Northern Europe,Reino Unido,8/4/2017 16:32
Late delivery,1,2,1,First Class,Northern Europe,Suecia,9/28/2015 14:41
Late delivery,1,2,1,First Class,Northern Europe,Reino Unido,7/20/2017 20:14
Late delivery,1,2,1,First Class,Western Europe,Alemania,9/13/2015 15:35
Late delivery,1,2,1,First Class,Northern Europe,Irlanda,8/14/2015 18:25
Late delivery,1,2,1,First Class,Western Europe,Francia,10/11/2015 15:53
Late delivery,1,2,1,First Class,Northern Europe,Lituania,8/27/2016 6:51
Late delivery,1,2,1,First Class,Western Europe,Austria,10/25/2016 21:40
Late delivery,1,2,1,First Class,Western Europe,Alemania,8/27/2015 14:43
Late delivery,1,2,1,First Class,Western Europe,Alemania,8/27/2015 14:43
Late delivery,1,2,1,First Class,Northern Europe,Reino Unido,8/17/2017 5:08
Late delivery,1,2,1,First Class,Western Europe,Francia,6/30/2017 7:18
Late delivery,1,2,1,First Class,Northern Europe,Suecia,10/11/2015 2:55
Late delivery,1,2,1,First Class,Western Europe,Francia,7/10/2015 15:51
Late delivery,1,2,1,First Class,Western Europe,Francia,8/19/2015 17:53
Late delivery,1,2,1,First Class,Western Europe,Alemania,7/1/2015 15:41
Late delivery,1,2,1,First Class,Eastern Europe,Ucrania,11/10/2016 13:35
Late delivery,1,2,1,First Class,Eastern Europe,Rusia,10/7/2016 7:40
Late delivery,1,2,1,First Class,Western Europe,Francia,6/20/2017 12:55
Late delivery,1,2,1,First Class,Eastern Europe,Ucrania,10/12/2016 7:29
Late delivery,1,2,1,First Class,Western Europe,Países Bajos,7/25/2015 23:00
Late delivery,1,2,1,First Class,Western Europe,Francia,7/24/2017 23:02
Late delivery,1,2,1,First Class,Western Europe,Francia,7/2/2017 21:19
Late delivery,1,2,1,First Class,Caribbean,República Dominicana,3/20/2017 4:17
Late delivery,1,2,1,First Class,South America,Brasil,5/19/2015 15:34
Late delivery,1,2,1,First Class,South America,Perú,5/4/2017 12:28
Late delivery,1,2,1,First Class,Central America,México,1/10/2015 4:43
Late delivery,1,2,1,First Class,Central America,México,5/29/2017 15:24
Late delivery,1,2,1,First Class,Central America,El Salvador,4/10/2015 23:09
Late delivery,1,2,1,First Class,Caribbean,Cuba,2/12/2015 19:12
Late delivery,1,2,1,First Class,Central America,México,5/27/2017 1:45
Late delivery,1,2,1,First Class,Central America,Panamá,4/10/2015 18:36
Late delivery,1,2,1,First Class,Central America,El Salvador,3/29/2015 1:06
Late delivery,1,2,1,First Class,Central America,México,3/12/2017 7:27
Late delivery,1,2,1,First Class,South America,Brasil,3/15/2017 2:01
Late delivery,1,2,1,First Class,Caribbean,Cuba,3/18/2017 9:54
Late delivery,1,2,1,First Class,Central America,Guatemala,5/2/2015 15:46
Late delivery,1,2,1,First Class,Central America,El Salvador,4/5/2017 0:25
Late delivery,1,2,1,First Class,Central America,El Salvador,2/12/2015 17:06
Late delivery,1,2,1,First Class,Central America,Panamá,1/16/2015 11:00
Late delivery,1,2,1,First Class,Central America,México,4/29/2015 2:38
Late delivery,1,2,1,First Class,Central America,Panamá,5/22/2017 12:26
Late delivery,1,2,1,First Class,Caribbean,Cuba,4/8/2017 0:14
Late delivery,1,2,1,First Class,South America,Brasil,4/6/2015 10:33
Late delivery,1,2,1,First Class,Central America,Honduras,2/10/2015 15:42
Late delivery,1,2,1,First Class,Central America,México,3/22/2017 23:54
Late delivery,1,2,1,First Class,South America,Argentina,4/14/2017 9:20
Late delivery,1,2,1,First Class,South America,Argentina,4/14/2017 9:20
Late delivery,1,2,1,First Class,Central America,El Salvador,4/30/2015 4:33
Late delivery,1,2,1,First Class,Central America,El Salvador,4/29/2015 9:17
Late delivery,1,2,1,First Class,Caribbean,República Dominicana,3/20/2017 4:17
Late delivery,1,2,1,First Class,Central America,México,1/4/2015 20:29
Late delivery,1,2,1,First Class,Central America,Panamá,5/22/2017 12:26
Late delivery,1,2,1,First Class,Central America,Honduras,2/10/2015 15:42
Late delivery,1,2,1,First Class,Central America,México,5/5/2015 5:25
Late delivery,1,2,1,First Class,South America,Brasil,3/13/2017 23:45
Late delivery,1,2,1,First Class,South America,Brasil,4/6/2015 10:33
Late delivery,1,2,1,First Class,Central America,México,3/22/2017 23:54
Late delivery,1,2,1,First Class,Central America,El Salvador,3/10/2017 13:04
Late delivery,1,2,1,First Class,Central America,México,4/18/2017 1:58
Late delivery,1,2,1,First Class,Central America,México,4/22/2017 1:58
Late delivery,1,2,1,First Class,Central America,Nicaragua,3/5/2017 0:17
Late delivery,1,2,1,First Class,Central America,México,3/29/2015 9:51
Late delivery,1,2,1,First Class,South America,Argentina,3/14/2017 5:00
Late delivery,1,2,1,First Class,Central America,Nicaragua,3/5/2017 0:17
Late delivery,1,2,1,First Class,Caribbean,Jamaica,3/15/2017 22:20
Late delivery,1,2,1,First Class,Southeast Asia,Indonesia,11/2/2015 22:31
Late delivery,1,2,1,First Class,Oceania,Australia,11/27/2015 21:36
Late delivery,1,2,1,First Class,Oceania,Australia,11/27/2015 21:36
Late delivery,1,2,1,First Class,Southeast Asia,Indonesia,12/7/2015 7:13
Late delivery,1,2,1,First Class,Eastern Asia,China,3/10/2016 18:39
Late delivery,1,2,1,First Class,Southeast Asia,Filipinas,12/10/2015 1:47
Late delivery,1,2,1,First Class,West Asia,Israel,1/13/2017 22:57
Late delivery,1,2,1,First Class,West Asia,Turquía,12/5/2016 23:32
Late delivery,1,2,1,First Class,Eastern Asia,China,1/7/2016 20:40
Late delivery,1,2,1,First Class,Southeast Asia,Indonesia,11/12/2015 16:33
